7393
1	2774921	1203675
2	2801991	1202782
3	2767659	1188512
4	2756852	1172230
5	2785003	1179737
6	2773117	1172175
7	2790384	1183647
8	2803735	1169938
9	2803095	1186771
10	2816870	1177965
11	2816700	1200010
12	2831869	1199823
13	2831478	1183992
14	2837575	1169504
15	2859931	1198605
16	2867027	1169326
17	2863338	1157293
18	2867794	1141587
19	2843221	1144053
20	2829088	1136545
21	2829629	1148604
22	2818842	1138915
23	2819058	1148558
24	2830119	1159511
25	2817690	1160342
26	2796762	1159333
27	2807828	1147335
28	2808321	1140005
29	2800905	1141288
30	2795017	1142753
31	2800041	1133748
32	2796139	1135523
33	2791659	1136024
34	2787220	1135751
35	2788396	1143609
36	2788587	1157563
37	2781981	1154884
38	2783760	1144685
39	2777011	1154832
40	2772327	1154708
41	2761073	1159533
42	2757473	1151469
43	2763677	1150314
44	2766551	1138856
45	2768972	1145464
46	2776885	1141836
47	2777526	1145869
48	2780193	1145872
49	2778371	1135549
50	2778304	1131119
51	2780749	1131632
52	2783768	1135244
53	2783664	1131223
54	2786313	1131002
55	2786666	1127492
56	2783295	1127168
57	2787604	1123317
58	2791947	1124527
59	2791775	1130933
60	2794304	1127389
61	2800884	1127832
62	2796979	1125651
63	2797847	1121664
64	2795836	1117005
65	2804004	1118362
66	2808542	1120625
67	2812637	1117444
68	2808692	1113917
69	2803200	1112711
70	2808030	1110314
71	2807288	1104582
72	2810950	1107138
73	2808041	1125732
74	2808512	1131495
75	2819277	1133683
76	2824387	1133633
77	2843105	1126653
78	2832787	1123257
79	2824134	1127478
80	2817236	1126841
81	2815917	1121513
82	2817896	1116547
83	2817317	1110616
84	2823843	1111327
85	2835649	1116573
86	2831139	1106801
87	2823746	1104739
88	2817740	1107076
89	2815533	1104372
90	2843258	1113573
91	2838698	1112097
92	2836194	1107764
93	2838099	1105364
94	2843579	1108370
95	2858295	1109386
96	2848194	1118174
97	2852996	1127850
98	2869673	1119996
99	2875668	1109551
100	2822053	1099293
101	2822562	1102478
102	2817797	1100816
103	2813361	1099002
104	2811772	1095763
105	2813972	1094792
106	2817545	1096000
107	2820900	1095914
108	2822838	1093259
109	2817610	1093432
110	2822114	1090077
111	2817447	1090907
112	2811597	1087174
113	2811461	1080289
114	2811182	1073372
115	2813798	1086084
116	2817470	1086676
117	2822386	1086177
118	2813247	1078804
119	2816882	1081431
120	2821773	1080381
121	2813840	1073072
122	2816960	1077182
123	2817023	1072222
124	2821609	1075683
125	2637068	1033239
126	2663108	1041945
127	2642420	1005935
128	2677369	1000960
129	2642134	971120
130	2676439	975127
131	2709704	979126
132	2701602	969162
133	2689947	946191
134	2701786	1000276
135	2713288	1009021
136	2725521	1014356
137	2733992	1014991
138	2738573	1014381
139	2743784	1011762
140	2746916	1014966
141	2744973	1004145
142	2739951	1006346
143	2731230	1005464
144	2746862	995549
145	2740927	991038
146	2737786	997052
147	2732140	997834
148	2719315	995939
149	2718419	989114
150	2724467	991825
151	2730606	985203
152	2726051	985402
153	2730451	980224
154	2727342	978802
155	2722826	980560
156	2720739	971705
157	2828009	875824
158	2826746	908065
159	2859580	908406
160	2856010	879370
161	2882816	906722
162	2896411	910005
163	2923132	909649
164	2944961	942627
165	2929881	938268
166	2914522	938147
167	2893102	937726
168	2859364	929538
169	2856740	944072
170	2846689	926146
171	2840076	929507
172	2837291	941173
173	2836421	949419
174	2831179	952234
175	2825301	950227
176	2824867	938697
177	2822898	930418
178	2824943	926641
179	2813874	928659
180	2804530	931765
181	2813797	937342
182	2814551	944766
183	2807284	947289
184	2809182	953246
185	2813269	950528
186	2815293	957807
187	2809784	957115
188	2802778	960577
189	2803841	964012
190	2802205	970300
191	2807267	969054
192	2808805	966422
193	2808022	963913
194	2809397	961205
195	2815271	961714
196	2815826	965198
197	2813462	966584
198	2811620	965935
199	2810761	972109
200	2816242	972565
201	2822561	978013
202	2814756	977408
203	2807511	974440
204	2801393	975329
205	2806051	977972
206	2812124	980305
207	2816343	980223
208	2823691	983446
209	2820074	985033
210	2836195	957467
211	2840037	963275
212	2829152	962980
213	2823826	957752
214	2824873	962943
215	2825025	967526
216	2825089	971695
217	2829165	973415
218	2832999	972869
219	2832974	969279
220	2838699	970832
221	2847228	957952
222	2848438	962293
223	2855985	966675
224	2864407	960490
225	2873132	972083
226	2877556	970281
227	2880215	959465
228	2905033	967630
229	2900270	959217
230	2918344	960561
231	2919450	964908
232	2925175	964872
233	2926276	959416
234	2826107	984921
235	2828856	980135
236	2834492	980326
237	2848279	984571
238	2848820	990535
239	2842977	990174
240	2838713	988704
241	2836817	984025
242	2829611	984533
243	2830316	990406
244	2829789	994807
245	2836907	994418
246	2843343	995318
247	2850956	994991
248	2855524	996922
249	2854436	1002249
250	2849181	1000480
251	2844401	1001031
252	2842017	1001145
253	2838458	999941
254	2834021	999725
255	2838847	1005244
256	2843524	1006016
257	2847880	1004653
258	2848184	1007302
259	2852937	1006721
260	2859401	1012467
261	2863900	1015066
262	2870707	1014568
263	2869322	1011178
264	2865741	1011746
265	2859628	1006207
266	2864038	1008361
267	2871022	1006207
268	2873626	1005317
269	2877517	1005653
270	2879452	1002847
271	2878483	992424
272	2875855	1001288
273	2871253	1000529
274	2875288	995508
275	2871085	996707
276	2864787	1000698
277	2860012	1000850
278	2858454	995301
279	2865262	992236
280	2859994	984241
281	2871152	984454
282	2876365	978623
283	2874452	1011694
284	2877213	1013001
285	2877047	1017118
286	2874083	1015644
287	2871853	1016699
288	2871704	1020485
289	2870597	1026460
290	2868978	1024856
291	2865036	1027945
292	2863898	1024371
293	2864217	1018368
294	2859748	1017983
295	2859695	1023835
296	2859702	1027966
297	2844952	1017959
298	2850957	1026446
299	2854194	1017713
300	2851060	1017870
301	2853322	1011817
302	2848070	1011783
303	2844883	1012653
304	2841512	1010132
305	2837284	1010092
306	2853097	1024322
307	2832729	1018509
308	2830949	1014760
309	2824756	1011300
310	2821054	1011504
311	2833421	1021525
312	2830782	1022322
313	2824965	1019462
314	2827927	1024461
315	2824830	1024531
316	2822207	1023378
317	2816228	1020988
318	2816504	1024422
319	2817346	1027360
320	2814838	1027235
321	2810772	1026783
322	2807649	1026967
323	2810813	1022392
324	2810467	1019291
325	2806609	1021181
326	2802418	1020917
327	2799825	1024192
328	2799911	1027839
329	2803029	1024906
330	2803327	1027498
331	2800969	1032325
332	2799190	1038114
333	2805379	1037384
334	2807667	1037353
335	2807205	1032495
336	2810772	1033198
337	2810499	1037278
338	2814121	1037690
339	2813640	1034643
340	2810507	1029960
341	2813937	1029912
342	2817318	1029912
343	2817246	1033071
344	2817142	1037373
345	2821213	1037436
346	2821413	1035055
347	2821509	1032420
348	2825075	1029896
349	2824434	1032722
350	2828472	1030039
351	2827351	1032833
352	2829410	1036881
353	2825884	1036928
354	2826601	1041239
355	2828219	1043943
356	2828322	1045978
357	2827772	1048730
358	2824311	1050357
359	2822620	1049316
360	2823873	1047849
361	2820184	1048304
362	2821274	1046623
363	2820795	1045806
364	2823709	1041963
365	2820440	1043138
366	2818799	1046785
367	2816922	1043163
368	2820030	1040077
369	2816887	1040311
370	2814607	1043266
371	2812220	1043365
372	2814602	1040787
373	2810249	1040198
374	2809961	1043027
375	2807589	1040790
376	2806331	1043393
377	2803210	1042904
378	2799804	1041107
379	2802442	1049368
380	2805711	1049625
381	2808198	1047571
382	2806548	1051626
383	2806594	1053549
384	2802171	1054538
385	2802197	1059253
386	2804931	1056394
387	2808344	1056379
388	2810359	1052877
389	2811225	1053351
390	2811979	1054208
391	2813645	1052526
392	2814676	1051505
393	2812610	1051039
394	2809806	1051382
395	2809814	1049541
396	2809872	1048594
397	2810785	1047951
398	2810064	1045730
399	2812105	1046687
400	2811571	1048810
401	2811549	1049749
402	2812895	1048754
403	2813211	1046671
404	2814646	1046173
405	2814582	1047767
406	2815301	1048972
407	2813438	1049641
408	2814115	1050622
409	2815802	1049656
410	2816180	1047158
411	2816914	1048430
412	2817365	1050384
413	2818402	1051763
414	2819799	1053538
415	2822169	1052042
416	2827239	1050589
417	2829081	1054437
418	2825443	1054382
419	2825009	1053011
420	2827184	1056380
421	2827267	1058378
422	2823355	1057216
423	2820323	1055927
424	2817373	1055996
425	2815227	1053557
426	2815989	1054881
427	2813420	1056800
428	2811105	1056438
429	2802577	1061704
430	2802028	1065443
431	2805058	1067911
432	2805099	1064936
433	2805179	1060459
434	2808317	1060314
435	2808182	1064856
436	2808094	1068156
437	2812813	1067169
438	2814141	1069605
439	2811328	1060480
440	2814008	1060231
441	2817415	1060244
442	2817171	1064127
443	2821785	1067373
444	2822772	1060978
445	2825429	1063933
446	2825637	1068888
447	2827967	1067587
448	2828347	1064335
449	2825158	1059130
450	2803294	1074829
451	2803782	1071376
452	2807628	1074401
453	2817981	1016991
454	2816637	1013369
455	2816397	1009832
456	2813115	1009454
457	2813129	1013257
458	2813037	1016977
459	2810454	1016893
460	2810454	1013495
461	2810390	1009202
462	2807764	1009678
